Question,Generated Answer,Correct Answer,Evaluation
Which mitigation strategy aims to prevent elevated execution of Windows Installer packages by disabling the AlwaysInstallElevated policy? (MITRE ATT&CK: System Binary Proxy Execution: Msiexec - T1218.007),C,C,Correct
Which data component would be most helpful in determining the origin and purpose of MSI files or DLLs executed using msiexec.exe? (MITRE ATT&CK: System Binary Proxy Execution: Msiexec - T1218.007),A,B,Incorrect
In what scenario might msiexec.exe execution be elevated to SYSTEM privileges? (MITRE ATT&CK: System Binary Proxy Execution: Msiexec - T1218.007),C,C,Correct
Which malware example uses msiexec.exe to inject itself into a suspended msiexec.exe process to send beacons to its C2 server? (MITRE ATT&CK: System Binary Proxy Execution: Msiexec - T1218.007),B,B,Correct
"Under the MITRE ATT&CK framework, which MITRE ID corresponds to 'System Binary Proxy Execution: Mshta'?",A,B,Incorrect
Which attack group has been known to use mshta to execute DLLs during their operations?,A,C,Incorrect
What mitigation technique suggests blocking the execution of mshta.exe if it’s not necessary for the environment?,B,B,Correct
Why might mshta.exe be considered a threat in terms of Defense Evasion?,C,C,Correct
What type of script is used in the example provided to be executed by mshta.exe?,C,C,Correct
Which data source ID would you use to monitor the execution and arguments of mshta.exe?,C,D,Incorrect
"Which of the following groups has used InstallUtil.exe to disable Windows Defender, according to the provided document?",C,D,Incorrect
"According to the document, what mitigation technique (ID and Name) is suggested to prevent potential misuse of InstallUtil.exe by blocking its execution if not required for a given system or network?",B,B,Correct
"For monitoring the use of InstallUtil.exe, which data source and component are specified to detect anomalous activity through examining recent invocations and their arguments?",A,A,Correct
Which group used CMSTP.exe to bypass AppLocker and launch a malicious script as specified in MITRE ATT&CK technique T1218.003?,B,C,Incorrect
What legitimate use does CMSTP.exe have according to its description in MITRE ATT&CK technique T1218.003?,C,C,Correct
What is a recommended mitigation for preventing the misuse of CMSTP.exe as indicated in MITRE ATT&CK technique T1218.003?,C,C,Correct
"According to MITRE ATT&CK, what Event ID is particularly useful for detecting the abuse of CMSTP.exe through PowerShell script blocks?",C,C,Correct
What adversary technique involves abusing control.exe for defense evasion?,D,D,Correct
How can Control Panel items be executed according to MITRE ATT&CK T1218.002?,C,C,Correct
Which mitigation strategy suggested for T1218.002 involves blocking potentially malicious .cpl files?,C,A,Incorrect
Which of the following is NOT a data source mentioned for detecting T1218.002 activity?,D,C,Incorrect
"According to the MITRE ATT&CK framework, which registry keys can be used to inventory Control Panel items?",D,D,Correct
Which example from MITRE ATT&CK utilizes Control Panel files (CPL) delivered via email?,C,C,Correct
"In the context of MITRE ATT&CK for Enterprise, which of the following tools can use PowerShell to discover email accounts as per T1087.003 Account Discovery: Email Account?",A,C,Incorrect
Which technique can be used in Google Workspace to enable Microsoft Outlook users to access the Global Address List (GAL) according to T1087.003 Account Discovery: Email Account?,D,A,Incorrect
"As per the document, what specific PowerShell cmdlet is mentioned in T1087.003 that can be used to obtain email addresses and accounts from a domain using an authenticated session in on-premises Exchange and Exchange Online?",A,C,Incorrect
What is the primary tactic behind the use of Compiled HTML File according to MITRE ATT&CK (ID: T1218.001)?,B,B,Correct
Which adversary group is known to have leveraged Compiled HTML files to download and run an executable?,A,C,Incorrect
One method to detect the use of malicious CHM files is to monitor which of the following data components?,C,B,Incorrect
Which mitigation strategy can help prevent the execution of malicious CHM files?,C,C,Correct
"In the context of MITRE ATT&CK’s Defense Evasion tactic, which MITRE ID corresponds to the technique “System Binary Proxy Execution”?",A,B,Incorrect
Which Microsoft-signed binary is mentioned as being used by the Lazarus Group to execute a malicious DLL for persistence?,A,A,Correct
Which mitigation technique involves using Microsoft's EMET Attack Surface Reduction feature to block methods of using trusted binaries to bypass application control?,A,C,Incorrect
One mitigation strategy involves restricting execution of vulnerable binaries to privileged accounts. What is the MITRE ID for this mitigation?,A,A,Correct
Adversaries using MITRE ATT&CK technique T1195: Supply Chain Compromise on which platform would focus on compromising which of the following?,A,A,Correct
Which of the following mitigations is most directly related to securing the boot process in the context of MITRE ATT&CK technique T1195 on the Enterprise platform?,C,C,Correct
"For detecting supply chain compromises through MITRE ATT&CK technique T1195, which data source would be critical in verifying the integrity of distributed binaries?",B,B,Correct
What specific mitigation strategy does M1033: Limit Software Installation recommend to protect against MITRE ATT&CK T1195: Supply Chain Compromise?,C,C,Correct
Which MITRE ATT&CK mitigation involves locking software dependencies to specific versions?,B,A,Incorrect
"In T1195.001, what specific technique involves tampering with Xcode projects?",B,B,Correct
"In the context of MITRE ATT&CK, which group is known for injecting malicious code into legitimate, signed files in production environments? (Platform: Enterprise)",No content generated.,C,Incorrect
Which ransomware distribution tactic did GOLD SOUTHFIELD use according to MITRE ATT&CK? (Platform: Enterprise),B,B,Correct
What is a recommended mitigation strategy for supply chain compromise according to MITRE ATT&CK? (Platform: Enterprise),D,A,Incorrect
"In the SolarWinds Compromise, which malware was designed to insert SUNBURST into software builds of the SolarWinds Orion product? (Platform: Enterprise)",C,C,Correct
"In the context of MITRE ATT&CK's Initial Access tactic, what detection method can be used for identifying potential hardware supply chain compromise (T1195.003)?",B,B,Correct
Which mitigation strategy is recommended to secure against the hardware supply chain compromise described in T1195.003?,C,C,Correct
Adversaries may modify code signing policies in which of the following ways according to MITRE ATT&CK Technique ID T1553.006?,A,D,Incorrect
Which of the following platform-specific commands is used to disable signing policy enforcement on macOS as per MITRE ATT&CK Technique T1553.006?,A,A,Correct
"Based on MITRE ATT&CK Technique T1553.006, what kind of artifacts might be visible to the user if code signing policy is modified?",B,A,Incorrect
Which adversarial group has used malware to turn off the RequireSigned feature on Windows according to MITRE ATT&CK Technique T1553.006?,A,A,Correct
"In the context of MITRE ATT&CK Technique T1553.006, what mitigation strategy involves using Secure Boot to prevent modifications to code signing policies?",A,B,Incorrect
