CVE ID,Description,CWE Mapping,References
** CVE-2024-38021,****,**** N/A,****
** CVE-2024-38080,**** A bug in the Windows Hyper-V component that affects Windows 11 and Windows Server 2022 systems. CVE-2024-38080 allows an attacker to increase their account privileges on a Windows machine.,**** Not provided,**** Microsoft Security Blog
** CVE-2024-38112,"**** A weakness in MSHTML, the proprietary engine of Microsoft's Internet Explorer web browser. Exploitation of CVE-2024-38112 likely requires the use of an ""attack chain"" of exploits or programmatic changes on the target host.",**** Not provided,**** Microsoft Security Blog
** CVE-2024-38021,"**** A remote code execution flaw in Microsoft Office. Attacks on this weakness would lead to the disclosure of NTLM hashes, which could be leveraged as part of an NTLM relay or ""pass the hash"" attack.",**** Not provided,"**** Microsoft Security Blog, Morphisec blog post"
** CVE-2024-38053,"**** A security weakness in Windows Layer Two Bridge Network that is another local network ""ping-of-death"" vulnerability.",**** Not provided,**** Microsoft Security Blog
** CVE-2024-38053,**** Windows Layer Two Bridge Network contains a security weakness that could allow remote code execution by pinging.  Vulnerable Windows hosts can be attacked by anyone on their local  network. This vulnerability is comparable to the one seen in the Windows WiFi driver patch from June 2024.,**** N/A,"**** Microsoft Patch Tuesday, July 2024 Edition"
** CVE-2024-38080,**** A bug in the Windows Hyper-V component that affects Windows 11 and Windows Server 2022 systems. CVE-2024-38080 allows an attacker to increase their account privileges on a Windows machine.,**** N/A,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38080
** CVE-2024-38112,"**** A weakness in MSHTML, the proprietary engine of Microsoft's Internet Explorer web browser. Exploitation of CVE-2024-38112 likely requires the use of an ""attack chain"" of exploits or programmatic changes on the target host.",**** N/A,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38112
** CVE-2024-38021,"**** A remote code execution flaw in Microsoft Office. Attacks on this weakness would lead to the disclosure of NTLM hashes, which could be leveraged as part of an NTLM relay or ""pass the hash"" attack, which lets an attacker masquerade as a legitimate user without ever having to log in.",**** CWE-250 (Execution with Unrestricted Scope),**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38021
** CVE-2024-38053,"**** A security weakness in Windows Layer Two Bridge Network is another local network ""ping-of-death"" vulnerability that should be a priority for road warriors to patch.",**** N/A,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38053
** CVE-2024-38080,**** A vulnerability in the Windows Hyper-V component in Windows 11 and Windows Server 2022 systems allows an attacker to increase their account privileges on a Windows machine. Attackers are actively exploiting this vulnerability.,**** N/A,**** [Microsoft Security Response Center](https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38080)
** CVE-2024-38112,"**** A vulnerability in MSHTML, the proprietary engine of Microsoft's Internet Explorer web browser, affects all hosts from Windows Server 2008 R2 onwards, including clients. Attackers are actively exploiting this vulnerability. Successful exploitation requires the use of an ""attack chain"" of exploits or programmatic changes on the target host.",**** N/A,**** [Microsoft Security Response Center](https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38112)
** CVE-2024-38021,"**** A remote code execution vulnerability in Microsoft Office allows attackers to disclose NTLM hashes, which could be leveraged as part of an NTLM relay or ""pass the hash"" attack. While the Preview Pane is not an attack vector, attackers could exploit this vulnerability by sending a specially crafted file.",**** N/A,**** [Microsoft Security Response Center](https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38021)
** CVE-2024-38053,"**** A security weakness in Windows Layer Two Bridge Network is another local network ""ping-of-death"" vulnerability that should be a priority for road warriors to patch.",**** N/A,**** [Microsoft Security Response Center](https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38053)
** CVE-2024-38112,"**** A weakness in MSHTML, the proprietary engine of Microsoft’s Internet Explorer web browser. CVE-2024-38112 allows an attacker to increase their account privileges on a Windows machine.",**** CWE-400: Unrestricted File Upload,****
** CVE-2024-38080,**** A bug in the Windows Hyper-V component that affects Windows 11 and Windows Server 2022 systems. CVE-2024-38080 allows an attacker to increase their account privileges on a Windows machine.,"**** CWE-264: Permissions, Privileges, and Access Controls",****
** CVE-2023-21437,**** A vulnerability in Windows that could allow an attacker to gain SYSTEM privileges on a targeted system. This vulnerability is caused by a flaw in the way that the Windows kernel handles certain types of input.,**** CWE-416: Use After Free,****
** CVE-2024-38080,**** A vulnerability in the Windows Hyper-V component that affects Windows 11 and Windows Server 2022 systems. This vulnerability allows an attacker to increase their account privileges on a Windows machine.,**** CWE-494: Elevation of Privilege,****
** CVE-2024-38112,"**** A weakness in MSHTML, the proprietary engine of Microsoft's Internet Explorer web browser. This vulnerability allows an attacker to bypass security features and execute arbitrary code on a target system.",**** CWE-20: Improper Input Validation,****
** CVE-2024-38021,"**** A remote code execution flaw in Microsoft Office. Attacks on this weakness would lead to the disclosure of NTLM hashes, which could be leveraged as part of an NTLM relay or ""pass the hash"" attack.",**** CWE-311: Missing Encryption of Sensitive Data,****
** CVE-2024-38053,"**** A security weakness in Windows Layer Two Bridge Network that is another local network ""ping-of-death"" vulnerability.",**** CWE-20: Improper Input Validation,****
** CVE-2024-38080,**** A vulnerability in the Windows Hyper-V component that affects Windows 11 and Windows Server 2022 systems. Allows an attacker to increase their account privileges on a Windows machine. It is being actively exploited.,**** N/A,****
** CVE-2024-38112,"**** A weakness in MSHTML, the proprietary engine of Microsoft's Internet Explorer web browser. Exploitation likely requires an ""attack chain"" of exploits or programmatic changes on the target host. It is being actively exploited.",**** N/A,****
** CVE-2024-38021,"**** A remote code execution flaw in Microsoft Office. Successful exploitation leads to the disclosure of NTLM hashes, which could be leveraged as part of an NTLM relay or ""pass the hash"" attack, allowing an attacker to masquerade as a legitimate user without ever having to log in.",**** N/A,****
** CVE-2024-38053,"**** Another local network ""ping-of-death"" vulnerability in Windows Layer Two Bridge Network. Should be a priority for road warriors to patch.",**** N/A,****
** CVE-2024-38080,"**** This vulnerability allows attackers to increase their account privileges on a Windows machine. Although Microsoft says this flaw is being exploited, it has offered scant details about its exploitation.",**** N/A,**** None.
** CVE-2024-38112,"**** This vulnerability is a weakness in MSHTML, the proprietary engine of Microsoft’s Internet Explorer web browser. Exploitation of CVE-2024-38112 likely requires the use of an “attack chain” of exploits or programmatic changes on the target host.",**** N/A,**** None.
** CVE-2024-38021,"**** This vulnerability is a remote code execution flaw in Microsoft Office. Attacks on this weakness would lead to the disclosure of NTLM hashes, which could be leveraged as part of an NTLM relay or “pass the hash” attack.",**** N/A,**** None.
** CVE-2024-38053,**** This vulnerability is a security weakness in Windows Layer Two Bridge Network. It is another local network “ping-of-death” vulnerability that should be a priority for road warriors to patch.,**** N/A,**** None.
** CVE-2024-38080,**** A vulnerability in the Windows Hyper-V component allows an attacker to increase their account privileges on a Windows machine.,**** [CWE-404](https://cwe.mitre.org/data/definitions/404.html),**** [Microsoft Security Bulletin](https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38080)
** CVE-2024-38112,"**** A vulnerability in MSHTML, the proprietary engine of Microsoft's Internet Explorer web browser, allows an attacker to increase their account privileges on a Windows machine.",**** [CWE-79](https://cwe.mitre.org/data/definitions/79.html),**** [Microsoft Security Bulletin](https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38112)
** CVE-2024-38021,"**** A remote code execution flaw in Microsoft Office allows attackers to disclose NTLM hashes, which could be leveraged as part of an NTLM relay or “pass the hash” attack.",**** [CWE-20](https://cwe.mitre.org/data/definitions/20.html),**** [Morphisec Blog Post](https://www.morphisec.com/blog/cve-2024-38021-remote-code-execution-vulnerability-in-microsoft-office)
** CVE-2024-38053,**** A security weakness in Windows Layer Two Bridge Network is another local network “ping-of-death” vulnerability.,**** [CWE-20](https://cwe.mitre.org/data/definitions/20.html),**** [Automox Blog Post](https://www.automox.com/blog/patch-tuesday-july-2024-microsoft-fixes-27-cves)
** CVE-2024-38021,"**** A remote code execution flaw in Microsoft Office. Attacks on this weakness would lead to the disclosure of NTLM hashes, which could be leveraged as part of an NTLM relay or ""pass the hash"" attack, which lets an attacker masquerade as a legitimate user without ever having to log in.",**** N/A,**** https://krebsonsecurity.com/2024/07/microsoft-patch-tuesday-july-2024-edition/
** CVE-2024-38080,**** A bug in the Windows Hyper-V component that affects Windows 11 and Windows Server 2022 systems. CVE-2024-38080 allows an attacker to increase their account privileges on a Windows machine.,**** N/A,**** https://krebsonsecurity.com/2024/07/microsoft-patch-tuesday-july-2024-edition/
** CVE-2024-38112,"**** A weakness in MSHTML, the proprietary engine of Microsoft's Internet Explorer web browser. Exploitation of CVE-2024-38112 likely requires the use of an ""attack chain"" of exploits or programmatic changes on the target host.",**** N/A,**** https://krebsonsecurity.com/2024/07/microsoft-patch-tuesday-july-2024-edition/
